date,code,open,high,low,close,volume,amount
2023-05-19,sh.601728,5.84,5.95,5.75,5.84,219873591,1287462841.88
2023-05-22,sh.601728,5.82,5.96,5.79,5.89,174516009,1030426164.83
2023-05-23,sh.601728,5.88,5.92,5.69,5.7,242081637,1394377853.24
2023-05-24,sh.601728,5.67,5.74,5.63,5.64,174700457,993616404.18
2023-05-25,sh.601728,5.67,5.71,5.51,5.67,214290963,1200781038.87
2023-05-26,sh.601728,5.66,5.79,5.58,5.75,258146734,1472258546.02
2023-05-29,sh.601728,5.78,5.86,5.74,5.81,201445252,1169392292.0
2023-05-30,sh.601728,5.79,6.01,5.75,6.0,296249450,1759429596.0
2023-05-31,sh.601728,5.97,6.14,5.93,6.09,223487830,1357298033.88
2023-06-01,sh.601728,6.05,6.23,6.01,6.18,240015944,1474806387.44
2023-06-02,sh.601728,6.19,6.26,6.11,6.18,171776299,1061646446.87
2023-06-05,sh.601728,6.15,6.25,6.13,6.15,174897024,1083490888.86
2023-06-06,sh.601728,6.18,6.24,6.08,6.1,151197610,932888882.77
2023-06-07,sh.601728,6.09,6.16,6.04,6.12,101900373,621998383.58
2023-06-08,sh.601728,6.1,6.18,5.93,6.17,163050018,992613708.15
2023-06-09,sh.601728,6.09,6.49,6.04,6.49,254049025,1584376474.45
2023-06-12,sh.601728,6.33,6.38,6.25,6.28,287651221,1810430451.6
2023-06-13,sh.601728,6.25,6.28,6.08,6.18,223830258,1378397790.52
2023-06-14,sh.601728,6.17,6.18,6.02,6.05,209787364,1278257817.26
2023-06-15,sh.601728,6.05,6.11,5.92,5.99,222948093,1336629015.71
2023-06-16,sh.601728,5.98,6.0,5.92,5.96,236194478,1406392759.09
2023-06-19,sh.601728,5.97,6.12,5.84,6.09,354821088,2127193149.74
2023-06-20,sh.601728,6.06,6.18,6.0,6.06,228044008,1385910640.1
2023-06-21,sh.601728,6.01,6.01,5.65,5.67,395148183,2287624789.38
2023-06-26,sh.601728,5.58,5.78,5.53,5.65,210265387,1193293331.34
2023-06-27,sh.601728,5.66,5.84,5.61,5.74,245901861,1410722993.67
2023-06-28,sh.601728,5.71,5.73,5.57,5.62,192347549,1082205288.81
2023-06-29,sh.601728,5.6,5.7,5.6,5.67,150914826,853155214.34
2023-06-30,sh.601728,5.66,5.72,5.6,5.63,186626338,1051356886.27
2023-07-03,sh.601728,5.64,5.77,5.58,5.74,255816899,1453669201.78
2023-07-04,sh.601728,5.72,5.83,5.71,5.8,174758837,1009417890.59
2023-07-05,sh.601728,5.83,5.88,5.76,5.79,128182100,744017450.91
2023-07-06,sh.601728,5.78,5.83,5.75,5.79,94257324,545859504.39
2023-07-07,sh.601728,5.76,5.81,5.68,5.73,96799800,554468201.21
2023-07-10,sh.601728,5.75,5.79,5.7,5.73,74454778,427288753.6
2023-07-11,sh.601728,5.73,5.74,5.65,5.7,160520984,911575205.37
2023-07-12,sh.601728,5.7,5.71,5.46,5.47,288360823,1604485207.12
2023-07-13,sh.601728,5.52,5.59,5.48,5.57,226500123,1254129011.89
2023-07-14,sh.601728,5.55,6.02,5.52,5.91,481754498,2810519868.1
2023-07-17,sh.601728,5.85,5.99,5.8,5.86,227060938,1337063722.42
2023-07-18,sh.601728,5.82,5.88,5.77,5.78,124221868,721495302.41
2023-07-19,sh.601728,5.76,5.85,5.74,5.84,117496705,681133742.38
2023-07-20,sh.601728,5.83,5.87,5.73,5.75,114751427,664173694.46
2023-07-21,sh.601728,5.75,5.78,5.7,5.75,112311205,645046125.63
2023-07-24,sh.601728,5.73,5.87,5.69,5.79,115680189,670089405.57
2023-07-25,sh.601728,5.86,5.92,5.77,5.82,134024067,778698170.82
2023-07-26,sh.601728,5.82,5.82,5.69,5.71,125430461,718977210.89
2023-07-27,sh.601728,5.71,5.72,5.59,5.62,128327253,725318639.86
2023-07-28,sh.601728,5.6,5.88,5.58,5.82,226103613,1303419903.57
